plz;supermarkt;adresse
06484;E-Center;Neinstedter Feldweg 3
06484;Aldi;Neinstedter Feldweg 1 B
06484;NP;Stresemannstraße 7
06484;Kaufland;Badeborner Weg 2
06484;Netto;Schillerstraße 6
06484;Netto Marken-Discount;Gernröder Weg 7
06484;Lidl;Oeringer Straße 20
06493;Rewe;Wallstraße 8
06493;Lidl;Felsenkellerweg 21
06493;Edeka;Schloßberg 5a
06502;Rewe;Otto-Schönermark-Straße 2
06502;Lidl;Musestieg 5
06502;ALDI Nord;Otto-Schönermark-Straße 2
06502;NP;Neinstedter Hauptstraße 29
06502;Netto;Bertolt-Brecht-Straße 1
06502;Kaufland;Blankenburger Straße 37
06502;NP;Straße des Friedens 283
06502;Nahkauf;Hauptstraße 116a
06526;E center Lehne;Riethweg 
06526;NP-Markt;Sangerhäuser Straße 9
06526;NP Discount;Georg-Schumann-Straße 46
06526;Rewe;Karl-Liebknecht-Straße 29a
06526;Kaufland;Schützenplatz 2
06526;NP;Wippraer Bahnhofstraße 21
06528;NP-Markt;Hauptstraße 179
06536;NP;Schenkplatz 13
06536;Netto;Sangerhäuser Straße 14
06537;PENNY;Frankenhäuser Straße 23
06618;Kaufland Naumburg;Weißenfelser Straße 70
06618;Aldi;Bahnhofstraße 4
06618;Netto-Marken-Discount;Rosa-Luxemburg-Straße 24
06618;Netto-Marken-Discount;Salzstraße 35
06618;Netto;Kösener Straße 38
06618;Edeka Center;Overwegstraße 10
06618;Netto;Kösener Straße 100
06618;EDEKA;Friedrich-Nietzsche-Straße 2
06618;Aldi;Franz-Julius-Hoeltz-Straße 
06618;Lidl;Rosa-Luxemburg-Straße 30
06618;Niedrig Preis NP;Flemminger Weg 145
06618;Rewe;Weißenfelser Straße 7
06618;Netto Marken-Discount;Poststraße 26
06628;Edeka;Naumburger Straße 13
06628;Norma;Naumburger Straße 15
06628;Lidl;Salinenstraße 8
06632;EDEKA Wallek;Merseburger Straße 48
06632;Aldi;Friedhofsweg 2
06642;Edeka;Erlenweg 3
06642;Penny;Erlenweg 5
06647;Edeka Wahlbuhl;Promenade 1
06647;Netto Marken-Discount;Lauchaer Straße 
06648;NP-Discount;Buttstädter Straße 14
06667;Real;Am Marktwege 2
06667;LIDL;Merseburger Straße 72
06667;NP-Markt;Kirschweg 95
06667;Netto;Naumburger Straße 28A
06667;Norma;Fischgasse 5
06667;Aldi Nord;Am Marktwege 2
06667;Aldi Nord;Merseburger Straße 142
06667;PENNY-Markt;Merseburger Straße 5
06667;Netto Marken-Discount;Selauer Straße 4
06667;NP-Markt;Südring 136
06679;Rewe;Wilhelm-Külz-Straße 8
06679;NP;Bad Friedrichshaller Straße 6
06679;Aldi;Lützener Straße 16
06679;Edeka;Ernst-Thälmann-Straße 4
06682;Edeka;Mühlstraße 3
06682;Penny;Goethestraße 2A
06686;Norma;Göteborger Straße 7
06686;E aktiv markt;Lindenweg 19
06712;Kaufland;Hainichener Dorfstraße 1
06712;NP;Weißenfelser Straße 26
06712;Lidl;Friedensstraße 27
06712;Naturkostladen Zeitz;Luthergasse 7
06712;Lidl;Geußnitzer Straße 
06712;Kaufland;Schwarzer Weg 40
06712;Netto Marken-Discount;Geraer Straße 15
06712;Thomas Philipps Sonderposten;Leipziger Straße 16
06712;Penny;Leipziger Straße 17
06712;Netto Marken-Discount;Theodor-Arnold-Promenade 29
06712;Aldi Nord;Käthe-Niederkirchner-Straße 60
06712;Aldi Nord;Donaliesstraße 51
06712;Edeka;Schützenstraße 1
06721;diska Osterfeld;Schwarzer Weg 
06729;Penny;Neue Straße 2
06729;Nah & Frisch;Zeitzer Straße 143
06749;ALDI;Brehnaer Straße 
06749;Netto;Auenstraße 7
06749;real;Anhaltstraße 74
06749;Aldi Nord;Mühlstraße 13
06749;Lidl;Friedensstraße 5
06749;Netto;Leipziger Straße 
06749;Edeka;Wittenberger Straße 21
06766;E-Center;Friedensstraße 75d
06766;Lidl;Leipziger Straße 83-89
06766;Kaufland;Wittener Straße 28
06766;Netto;Wittener Straße 15
06766;Aldi;Dessauer Allee 53
06773;Edeka;Pfortenstraße 12
06773;ALDI;Rosa-Luxemburg-Straße 47
06773;Netto;Nachtigallenweg 1
06773;Penny;Rosa-Luxemburg-Straße 68 A
06773;Lidl;Bahnhofstraße 2
06774;NP-Markt;Neue Burgkemnitzer Straße 20
06774;Einkaufsmarkt nah und gut;August-Bebel-Straße 7
06774;EDEKA Döring;Alt-Pouch 3
06779;NP.;Hallesche Straße 51A
06780;Netto Marken-Discount;Thomas-Müntzer-Weg 2
06780;Netto Marken-Discount;Stumsdorfer Straße 5
06792;Netto Marken-Discount;Liselotte-Rückert-Straße 20
06796;Kaufland;Thiemendorfer Mark 3
06800;Norma;Wolfener Straße 26B
06809;RS Markt Inh. Rita Scholz;Ernst-Thälmann-Straße 57
06842;Lidl;Askanische Straße 115
06844;Bio Pur;Karlstraße 30 c
06844;Edeka am Schlachthof;Am Friedrichsgarten 3
06846;Bibernelle;Flurstraße 25
06846;Netto Marken-Discount;Elballee 44
06846;NETTO;Kornhausstraße 34
06847;Aldi;Zunftstraße 17
06847;Kaufland;Zunftstraße 15
06847;NP;Lichtenauer Straße 34
06847;Lidl;Köthener Straße 70 a
06849;Edeka;Kreuzbergstraße 33
06849;Netto Marken-Discount;Alte Leipziger Straße 30
06849;Penny Dessau Süd;Heidestraße 285
06861;Norma;Roßlauer Straße 94
06862;NP-Markt;Bahnhofstraße 49
06862;NP-Markt;Karl-Liebknecht-Straße 3
06869;Norma;Roßlauer Straße 35
06869;Netto;Berliner Straße 2
06869;NP-Markt;Puschkinstraße 52
06869;Edeka Fiegert;Schwarzer Weg 4
06886;Rewe;Arsenalplatz 1
06886;NETTO;Dessauer Straße 19-20
06886;Reformhaus Glaubig;Schlossstraße 32
06886;Terra Verde Naturkost und Bio-Bistro;Collegienstraße 26
06886;Penny;Berliner Straße 37
06886;ALDI;Dessauer Straße 4
06886;Netto Marken-Discount;Straße der Befreiung 102
06886;Netto Marken-Discount;An der Christuskirche 6
06886;Netto;Dresdener Straße 21
06886;Netto Marken-Discount;Dessauer Straße 1
06886;EDEKA Habedank;Paul-Gerhardt-Straße 1
06888;Nah und Gut Fiedler;Alte Wittenberger Straße 6
06895;Netto Marken-Discount;Am Gewerbepark 3
06895;;Burgstraße 71
06901;Edeka Habedank;Leipziger Straße 82
06905;Edeka;Kemberger Straße 1a
06917;Norma;Am Töpferweg 23
06917;Netto Marken-Discount;Baderhag 1
06917;Aldi Nord;Hospitalplatz 10
06917;K-Kauf;An den Linden 13a
06917;Edeka Höhne;Rehainer Straße 1
06917;Norma;Jessener Schulstraße 4
06925;Netto;Lindenstraße 42
06925;Penny;Am Güterbahnhof 1
06925;Edeka;Markt 
14715;NP;Friedensstraße 39
29410;EDEKA Dorbritz;Buchenallee 2-4
29410;Grünland;Chüdenstraße 4
29410;Kaufland;Karl-Marx-Straße 13
29410;Netto;Bahnhofsstraße 2
29410;nah und gut;Uelzener Straße 34 b
29410;Thomas Philipps Sonderposten;Vor dem Neuperver Tor 17
29410;Aldi;Schillerstraße 11
29410;Netto Marken-Discount;Ernst-Thälmann-Straße 1b
38486;Aldi Nord Klötze;Poppauer Straße 2
38486;Edeka Neukauf;Poppauer Straße 2
38486;Frischemarkt Körber;Vorderstraße 31
38489;Netto Marken-Discount;Lindenstraße 33a
38820;Kaufland;Braunschweiger Straße 83-88
38820;Penny;Magdeburger Straße 48
38820;Aldi;Magdeburger Straße 47
38820;EDEKA;Quedlinburger Straße 14
38835;Netto;Am Langen Kamp 24
38835;Dorfladen Deersheim;Neue Straße 7
38835;Aldi;Bahnhofstraße 14
38836;NP-Markt;Ernst-Thälmann-Straße 77
38838;Nah und Gut Meier;Breite Straße 38a
38855;Netto Marken-Discount Wernigerode;Ilsenburger Straße 31
38855;Aldi Nord;Theodor-Fontane-Straße 34
38855;Biothek;Marktstraße 13
38855;EDEKA Lange;Ringstraße 37
38855;Lidl;Benzingeröder Chausse 6
38855;Real;Dornbergsweg 43
38855;NP - Niedrigpreis;Friedrichstraße 134
38855;Kaufland;Am Schreiberteich 3
38855;Netto;Friedrichstraße 
38855;Aldi;Mühlental 42
38871;"Dorfladen ""ABBOTheke""";Lange Straße 21
38871;Netto Marken-Discount;Mahrholzberg 1
38871;Edeka;Heinrich-Heine-Straße 11-12
38871;NP;Wasserstraße 4
38871;Netto;Am Steinkreis 2
38875;Netto;Königshütter Straße 6b
38875;Edeka Neukauf;Alte Waldbreite 5a
38877;NP - Niedrig Preis;Teichdamm 1
38877;NORMA;Sandbrink 1
38889;Aldi Nord;Schnappelberg 8
38889;Penny;Neue Halberstädter Straße 67a
38889;Real;Lerchenbreite 5E
38889;E neukauf;Lange Straße 16
38889;Netto Marken-Discount;Westerhäuser Straße 33
38889;Lidl;Westerhäuser Straße 34
38889;Netto Marken-Discount;Westerhäuser Straße 33
38889;Edeka;Karl-Zerbst-Straße 
38889;Aldi Nord;Lerchenbreite 32
38895;NP-Markt Derenburg;Promenade 11A
38895;Netto Marken-Discount Derenburg;Wernigeröder Straße 56
39104;NP;Jakobstraße 13
39104;ALDI;Schönebecker Straße 6
39104;Kaufland;Kantstraße 5a
39104;Netto;Schönebecker Straße 94
39104;Food Coop;Thiemstraße 13
39104;ADAMETZ & Co.;Max-Josef-Metzger-Straße 13
39104;Lidl;Schönebecker Straße 75
39104;Netto Marken-Discount;Otto-von-Guericke-Straße 37
39106;Edeka;Agnetenstraße 21
39106;Lidl;Rogätzer Straße 25
39108;Lidl;Große Diesdorfer Straße 210
39108;Edeka Aktiv Markt;Steinigstraße 1
39108;Penny;Ebendorfer Straße 15-17
39108;Kaufland;Zur Viehbörse 1
39108;Rewe;Ebendorfer Straße 20
39110;Rewe;Kümmelsberg 50
39110;ALDI;Große Diesdorfer Straße 41
39112;Lidl;Halberstädter Straße 179
39112;Norma;Braunschweiger Straße 22-24
39112;Edeka;Halberstädter Straße 91
39112;Pakistanisch - Indische - Orientalische Lebensmittel;Halberstädter Straße 183
39114;Lidl;Berliner Chaussee 48/50
39114;Biolounge;Cracauer Straße 66
39116;Norma;Halberstädter Chaussee 51
39116;Norma;Werner-von-Siemens-Ring 1-2
39116;PENNY;Halberstädter Chaussee 
39116;NP;Königstraße 82
39118;E-Center Bördepark;Salbker Chaussee 
39118;Edeka Kudwin;Apollostraße 13
39118;Netto Marken-Discount;Lunochodstraße 109
39118;Netto;Brenneckestraße 93
39120;Norma;Leipziger Chaussee 61
39120;Rewe;Hopfenbreite 63
39120;Selgros Cash & Carry;Gustav-Ricker-Straße 1
39120;Lidl;Salbker Straße 2
39122;Norma;Alt Salbke 96
39122;NP-Markt;Alt Fermersleben 84
39122;Lidl;Alt Salbke 49
39124;Kaufland;Lübecker Straße 122
39124;Edeka;Am Polderdeich 21
39126;PENNY;Scheidebuschstraße 30
39126;Netto Marken-Discount;Ziolkowskistraße 9
39128;NP-Markt;Holzweg 7
39128;Edeka neukauf;Crucigerstraße 24
39128;Lidl;Thietmarstraße 17
39128;Norma;Silberschlagstraße 10
39128;Netto;Milchweg 30
39130;Penny;Roggengrund 37
39130;Lidl;Rennebogen 177
39130;ALDI;Olvenstedter Scheid 52
39130;Orienta;Bruno-Taut-Ring 118
39130;Rewe;Heinrich-Schmutze-Straße 2
39164;Netto Marken-Discount;Lindenpromenade 34A
39164;Netto Marken-Discount;Ringstraße 32
39164;Lidl;Lindenpromenade 7
39164;NP-Markt Klein Wanzleben;Alte Hauptstraße 39B
39167;NP;Hohendodeleber Straße 1a
39167;Norma;Niederndodeleber Straße 2
39171;NP;Wanzleber Straße 
39175;EDEKA Weiß;Woltersdorfer Straße 27 g
39175;GROSCHEN-MARKT;Am Weidenring 1
39175;Edeka;Breiter Weg 23
39175;ALDI;Heyrothsberger Straße 62
39175;NP-Markt;Breiter Weg 32d
39179;NP-Markt 1881;Am Thieplatz 2
39218;Norma;Zimmererstraße 13
39218;Lidl;Friedrichstraße 97
39218;Penny;Welsleber Straße 46
39221;Netto Marken-Discount;Im Lerchenfeld 2
39221;NP (Niedrig Preis);Brausewinkel 6
39240;Lidl;Magdeburger Straße 84
39240;Penny;Barbyer Straße 33-35
39240;ALDI;Ziegeleistraße 16
39240;Edeka Lähne;Salzer Straße 18 c
39261;Netto Marken-Discount;Dessauer Straße 53-55
39261;Netto Marken-Discount;Heidetorplatz 28
39279;Norma;Münchentor 33
39288;Aldi;Zibbeklebener Straße 7
39288;Netto;Bahnhofstraße 6
39288;NP;Markt 11
39288;Edeka;Blumenstraße 1
39288;Marktkauf Burg;Zibbeklebener Straße 7
39288;Netto Marken-Discount;Conrad-Tack-Ring 34
39288;NP-Markt 1852;Südring 1E
39288;NP Supermarkt;Grabower Landstraße 83
39288;Lidl;Magdeburger Chaussee 41
39288;Rewe;Conrad-Tack-Ring 28
39291;Groschenmarkt;Krokusweg 13
39291;Netto;Rutenweg 8
39291;Netto;Feldstraße 1
39307;Kaufland;Am Legefeld 4
39307;Edeka Matthews;Geschwister-Scholl-Straße 30
39307;Lidl;Geschwister-Scholl-Straße 5
39307;Konsum;Ziesarstraße 109
39317;NP;Straße der DSF 7
39340;Edeka;Waldring 110
39340;Thomas Philipps Sonderposten;Waldring 115
39387;Netto;Friedrichstraße 26/28
39387;Kaufland;Lüneburger Straße 1
39387;Aldi Nord;Lüneburger Straße 4
39387;Netto;Fabrikstraße 13
39387;NP;Stadtberg 21
39393;Netto Marken-Discount;Fabrikstraße 
39397;NP;Goethepromenade 13
39397;Norma;Friedensplatz 2
39397;ALDI;Magdeburger Straße 20
39418;Edeka;Löderburger Straße 98
39446;NP;Neue Straße 1
39448;NP;Steinstraße 11
39517;Edeka-Getränkemarkt;Neustädter Ring 80
39517;Penny;Bismarckstraße 57
39517;Edeka-Drogeriemarkt;Neustädter Ring 79
39517;E-Neukauf;Neustädter Ring 78
39539;Aldi;Pritzwalker Straße 70
39539;Edeka;Pritzwalker Straße 70
39539;Netto Marken-Discount;Robert-Koch-Straße 5
39539;Norma;Neustädter Straße 31
39539;Netto;Semmelweisstraße 15
39576;Norma;Dr.-Kurt-Schumacher-Straße 13
39576;Lidl;Erich-Weinert-Straße 23
39576;Aldi Nord;Heerener Straße 53
39576;NP;Preußenstraße 56
39576;NP;Bahnhofstraße 19
39576;NETTO;Stadtseeallee 31
39576;Metro;Opelstraße 4
39576;Lidl;Arneburger Straße 20
39576;Aldi Nord;Arneburger Straße 30
39576;NP;Moltkestraße 10
39576;Supermarkt Al-Rahma;Friedrich-Ebert-Straße 22
39576;NP;Albrecht-Dürer-Straße 96
39576;Norma;Scharnhorststraße 11
39576;Netto;Osterburger Straße 38
39576;Penny;Arneburger Straße 146
39576;Netto;Lüderitzer Straße 25
39576;NP;Am Schäferwald 19
39576;NP;Lüderitzer Straße 112
39576;Edeka Apel;Nordwall 12b
39576;NETTO;Tangermünder Straße 1
39576;Aldi Nord;Dr.-Kurt-Schumacher-Straße 16
39596;NP;Babener Straße 43
39596;NP;Bahnhofstraße 9
39606;Aldi Nord;Stendaler Chaussee 35
39606;Edeka Neukauf;Bismarker Straße 86
39606;norma;Ballerstedter Straße 65a
39606;Netto;Am Bültgraben 1a
39606;Konsum Flessau;Dorfstraße 4
39606;NP;Rohrbecker Straße 4
39615;Penny;Arendseer Straße 13
39615;Konsum Groß Garz;Hauptstraße 19
39619;Netto;Seehäuser Straße 76a
39619;NP;Osterburger Straße 3
39619;Aldi;Bahnhofstraße 25a
39619;NP;Velgauer Straße 11b
39624;PUG-Vario-Kauf;Kakerbecker Dorfstraße 121
39624;Nahkauf (REWE);Ernst-Thälmann-Straße 96
39629;Aldi;Döllnitzer Straße 7a
39629;Netto;Breite Straße 18
39638;Aldi;Stendaler Straße 89
39638;E-Neukauf;Stendaler Straße 89a
39646;EDEKA Bahrs;Magdeburger Straße 16
39646;Penny;Stendaler Straße 98
39649;Edeka;Thälmannstraße 29
39649;Niedrig Preis;Wilhelmstraße 63
04600;Konsum;Klostergasse 1
04600;Edeka;Dr.-Wilhelm-Külz-Straße 13
04600;Netto Marken-Discount;Fabrikstraße 32
04600;Netto Marken-Discount;Leipziger Straße 21
04600;Kaufland;Kauerndorfer Allee 20
04600;Netto Marken-Discount;Schmöllnsche Landstraße 23
04600;Kaufland;Käthe-Kollwitz-Straße 43
04600;Sell-Markt;Steinweg 12 / 13
04600;Netto Marken-Discount;Käthe-Kollwitz-Straße 116a
04600;Penny;Münsaer Straße 8
04600;Norma;Rudolf-Breitscheid-Straße 45
04600;Aldi Nord;Offenburger Allee 15
04603;Aldi Nord;Altenburger Straße 29
04603;Marktkauf;Altenburger Straße 29
04610;Rewe;Zeitzer Straße 51
04610;Lidl;Baderdamm 17
04610;Nahkauf;Fabrikstraße 37
04610;Netto Marken-Discount;Ackerstraße 3
04610;Aldi Nord;Altenburger Straße 71
04613;Netto Marken-Discount;Clara-Zetkin-Straße 24
04613;Norma;Breitenhainer Weg 10
04617;Lidl;Lödlaer Chaussee 2
04617;Penny;Goethestraße 2
04617;Netto Marken-Discount;Ringstraße 11
04618;Diska;Wiesenweg 2
04626;Kaufland;Markt 11
04626;Aldi Nord;Bergstraße 18
04626;Netto Marken-Discount;Bergstraße 72
04626;Lidl;Ronneburger Straße 118
04639;Penny;Altenburger Straße 13
04639;Netto Marken-Discount;Zwickauer Straße 7
06556;Netto;Rudolf-Breitscheid-Straße 20
06556;ALDI Nord;Schönfelder Straße 4a
06556;Lidl;Kachstedter Straße 4
06556;NORMA;Am Kalkfeld 1
06556;E neukauf;Kachstedter Straße 1
06567;Aldi;Bahnhofstraße 1 - 3
06567;Rewe;Kyffhäuserstraße 1
06567;Norma;Salzwiesenrain 1
06567;Lidl;Kyffhäuserstraße 64
06567;Edeka Herkules;Seehäuser Straße 74
06567;Netto;Kyffhäuserstraße 40
06567;Bio-Lebensmittel und Kunsthandwerk;Erfurter Straße 3
06571;Lidl;Am Bahnhof 1f
06571;Niedrig-Preis;Allerstedter Straße 4
06571;Niedrig-Preis;Im Gewerbegebiet 1
06571;Auermann;Bahnhofstraße 26a
06571;Netto;Ziegelrodaer Straße 1
06571;Groschen-Markt;Feldstraße 2a
06577;Lidl;Hauptstraße 55/56
06577;Rewe;Bahnhofstraße 
06578;NP-Markt;Marktstraße 8
07318;nahkauf;Sylvester-Lieb-Straße 2
07318;tegut;Reinhardtstraße 56
07318;Weltladen Saalfeld;Knochstraße 1
07318;Lidl;Melanchthonstraße 34
07318;Norma;Kulmbacher Straße 20
07318;Marktkauf Saalfeld;Mittlerer Watzenbach 4
07318;Rewe;Rathenaustraße 5-7
07318;Edeka;Am Markt 11
07318;Netto;Finkenweg 1
07318;Aldi;Mittlerer Watzenbach 27
07318;Penny;Am Eichelteich 1
07333;Kaufland;Kronacher Straße 
07338;Penny;Könitzer Straße 1a
07349;Edeka;Breite Straße 2
07356;Diska;Am Alten Hügel 
07356;Hofladen;Oberlemnitz 51
07356;Edeka;Poststraße 1
07356;Lidl;Zum Tännig 2
07356;Netto;Langer Weg 39
07356;Penny;Am Alten Hügel 5a
07366;Diska;Hauptstraße 17
07381;Rewe;Malmsgelänge 2
07381;Thomas Philipps Sonderposten;Malmsgelänge 2
07381;Reformeck;Steinweg 12
07381;Kaufland;Saalfelder Straße 21
07381;Netto;Mühlstraße 4
07381;Norma;Jüdeweiner Straße 6
07381;Lidl;Neustädter Straße 149
07381;Aldi;Saalfelder Straße 29
07387;Diska;Pößnecker Straße 38a
07389;tegut...;Blumenstraße 41
07407;Rewe;Marktstraße 75-81
07407;CAP-Markt;Marktstraße 41
07407;Norma;Oststraße 1
07407;Thomas Philipps Sonderposten;Oststraße 24
07407;Kaufland;Am Spielborn 2
07407;Aldi;Anne-Frank-Straße 1
07407;BioLaRu;Marktstraße 34
07407;Nah & Frisch;Bahnhofstraße 184
07407;Norma;Schwarzburger Straße 1
07407;Lidl;Frenzelstraße 2
07407;CAP-Markt;Trommsdorffstraße 14
07407;Netto;Theodor-Neubauer-Straße 41
07407;Netto;Neue Schulstraße 61
07407;Aldi;Oststraße 33
07407;Netto;Oststraße 31
07422;Penny-Markt;Rudolstädter Straße 9
07422;Netto Marken-Discount;Gustav-Töpfer-Straße 3a
07422;Rewe;Straße der Deutschen Einheit 1
07426;Norma;Industrie- und Gewerbepark 1b
07426;Netto Marken-Discount;Garsitzer Straße 1
07429;Mein Markt (ehem. Nahkauf);Hauptstraße 26a
07545;Simmel Markt Gera;Reichsstraße 14
07545;Bioladen Sonnentau;Sachsenplatz 1
07545;Unverpackt Gera;Markt 10
07545;Lidl;Straße des Bergmanns 10
07545;Aldi;Dornaer Straße 4
07545;Rewe;Dornaer Straße 2
07545;Netto Marken-Discount;Reichsstraße 24
07545;Netto;Franz-Petrich-Straße 8
07546;Netto;Dornaer Straße 19
07546;Netto;Berliner Straße 177
07546;Netto;Karl-Liebknecht-Straße 64
07546;Rewe;Johannes-R.-Becher-Straße 25a
07548;Löwenzahn Naturkost;Wiesestraße 104
07548;Norma;Fröbelstraße 15B
07548;Aldi;Hinter dem Südbahnhof 1
07548;Netto;Schafwiesenstraße 2
07548;Lidl;Straße des Friedens 32
07548;Netto;Theaterstraße 19
07548;Netto;Stadtrodaer Straße 1a
07549;Rewe;Zeulsdorfer Straße 85
07549;Kaufland;Schleizer Straße 35 - 39
07549;Aldi;Otto-Rothe-Straße 26
07549;Netto;Otto-Rothe-Straße 24
07549;Russische Spezialitäten;Schleizer Straße 4
07549;Lidl;Zeulsdorfer Straße 50a
07549;Netto Marken-Discount;Vogtlandstraße 4
07549;BioWERK8;Vogtlandstraße 6
07551;Penny;Liebschwitzer Straße 131
07551;Aldi;Braustraße 13
07551;Penny;Wiesestraße 212
07551;Rewe;August-Bebel-Straße 1a
07551;Netto;Straße der Völkerfreundschaft 2
07552;Lidl;Langenberger Straße 21
07554;Globus;An der Beerweinschänke 2
07570;Aldi;Am Schafberge 2
07570;Netto Marken-Discount;Geraer Landstraße 15
07570;Edeka;Geraer Straße 40
07570;Netto;Turmstraße 33
07580;Diska;Ronneburger Straße 1A
07580;diska;Altenburger Straße 61
07580;Thomas Phillips Sonderposten;Am Kühlen Grund 4
07580;Norma;Am Kühlen Grund 1
07580;Netto Marken-Discount;Zeitzer Straße 11
07586;Netto;Bahnhofstraße 52
07589;Diska;Akazienstraße 1
07607;Netto;Teichstraße 7
07607;Familie Warlich - Bioladen Löwenzahn;Dorfstraße 53
07607;LIDL;Jenaer Straße 5
07607;Penny;Jenaer Straße 15
07607;Kaufland;Obere Donitzschkau 2
07607;ALDI;Saaser Straße 1m
07607;Rewe;Jenaer Straße 32
07613;Diska;Lange Wiese 4
07613;Penny;Lange Wiese 2
07616;Rewe;In den Satteln 4
07616;NORMA;In den Satteln 11
07619;Nahkauf;Taubenherd 15
07629;Lidl;Eisenberger Straße 120
07629;Aldi Nord;Erich-Weinert-Straße 45
07629;Globus;Rodaer Straße 72
07639;Diska;An den Brandeichen 2
07646;Rewe;Jenaer Straße 3
07646;Norma;Heinrich-Heine-Straße 14
07646;Aldi;Jenaer Straße 11
07646;Netto;August-Bebel-Straße 10b
07743;"Kaufland ""Milchhof""";Naumburger Straße 57a
07743;Norma;August-Bebel-Straße 
07743;Rewe;Emil-Höllein-Platz 2
07743;Edeka Büto;Löbderstraße 3
07743;Aldi;Altenburger Straße 1
07743;Lidl;Camburger Straße 26
07743;Netto;Naumburger Straße 118
07743;Edeka C+C Großmarkt Jena;Wiesenstraße 102
07743;Norma;August-Bebel-Straße 29
07745;Norma;Friedrich-Zucker-Straße 1-3
07745;REWE Center;Keßlerstraße 12
07745;Rewe;Max-Steenbeck-Straße 48
07745;Lidl;Rudolstädter Straße 31
07745;Netto;Friedrich-Körner-Straße 2
07747;Kaufland;Karl-Marx-Allee 20
07747;Netto;Stauffenbergstraße 43
07747;Tepemok - Russische Spezialitäten;Karl-Marx-Allee 26
07747;Netto;Erlanger Allee 102
07747;Rewe;Salvador-Allende-Platz 25
07747;Aldi;Salvador-Allende-Platz 25
07747;Netto;Fritz-Ritter-Straße 36
07747;Netto;Marktstraße 17
07749;Netto;Heinrich-Heine-Straße 1
07749;Norma;Ziegenhainer Straße 56
07749;EDEKA Jakobi;Kunitzer Straße 1
07751;Globus;Weimarische Straße 3
07751;Thomas Philipps Sonderposten;Zöllnitzer Straße 3
07751;Netto;An der Trebe 11
07768;Nahkauf;Bachstraße 68-72
07768;Lidl;Christian-Eckardt-Straße 40
07774;NORMA;Schmiedehäuser Straße 56
07806;Mühlenmarkt Neustadt · Orla;Triptiser Straße 36-38
07806;MÜHLENWINKEL Naturkost & Bistro;Topfmarkt 2
07806;Rewe;Zum Festplatz 3
07806;Penny;Ludwig-Jahn-Straße 2
07806;Aldi;Triptiser Straße 12
07819;Norma;Geraer Straße 22
07819;Nahkauf;Am Postberg 2
07819;Netto Marken-Discount;Geraer Straße 53
07907;Nahkauf;Burgker Straße 10
07907;Diska;Greizer Straße 46
07907;EDEKA;Geraer Straße 21 b
07907;Lidl;Geraer Straße 21
07907;Aldi;Austeg 3
07919;Netto;Langenbacher Straße 2
07926;Lidl;Schleizer Straße 49
07927;Penny;Lobensteiner Straße 14
07937;Rewe;Heinrich-Wobst-Straße 1
07937;Aldi Nord;Meinersdorfer Straße 8
07937;Diska;Friedrich-Engels-Straße 41
07937;Kaufland;Aumaische Straße 27-29
07937;Lidl;Schopperstraße 32c
07937;Norma;Schopperstraße 61A
07937;Thomas Phillips Sonderposten;Hohe Straße 125
07950;Netto Marken-Discount;Triebesgrund 4
07950;Diska;Hauptstraße 55
07955;Rewe;Triptiser Straße 12A
07957;Penny;Greizer Straße 2
07973;Netto Marken-Discount;Heinrich-Mann-Ring 21
07973;Lidl;August-Bebel-Straße 21
07973;Rewe;Gerhart-Hauptmann-Straße 30
07980;Netto Marken-Discount;Bahnhofstraße 16a
07987;Penny;Steinberg 17a
36404;Penny;Am Alten Kabelwerk 3
36404;Rewe;August-Bebel-Straße 6
36404;;Sandweg 2-6
36414;Tegut;Bahnhofstraße 27
36419;Netto Marken-Discount;Borscher Straße 19
36419;Tegut;Gartenweg 3
36419;Rewe Silke Kirsch;Rhönstraße 25
36433;Edeka;Kaltenborner Straße 
36433;Nahkauf;Wildprechtrodaer Straße 1
36433;Aldi;Clara-Zetkin-Straße 9
36433;Lidl;Rhönstraße 25
36433;ALDI;Feldstraße 3
36433;Netto;Dr.-Salvador-Allende-Straße 2a
36433;Netto;Salzunger Straße 121
36433;Kaufland;Bahnhofstraße 10
36448;Edeka;Ladestraße 3
36452;Tegut;Gartenstraße 2
36452;Netto Marken-Discount;August-Bebel-Straße 37-37
36452;Rewe;Feldabahnstraße 6
36456;Netto;Nürnberger Straße 65
36457;Nahkauf;Obertor 13
36457;Edeka neukauf Schleifer;Torstraße 14
36460;Netto Marken-Discount;Vachaer Straße 13
36460;EDEKA Neukauf Schmieder;Eisenacher Straße 14
36466;Nahkauf;Hinter dem Schloß 2
36466;Edeka;An der Zehnt 3
36466;Edeka-Getränkemarkt;An der Zehnt 3
36466;Aldi Nord;An der Zehnt 4
36469;Penny;Lengsfelder Straße 37
37308;Rewe;Sperberwiese 1
37308;Netto;Friedensstraße 2a
37318;Rewe;Straße der Einheit 139
37327;Nahkauf Supermarkt;Hauptstraße 35
37327;Edeka;Bonifatiusplatz 4
37327;Kaufland;Bahnhofstraße 48
37327;Aldi;Birkunger Straße 27
37327;Lidl;Birkunger Straße 31
37327;Edeka;Herderstraße 1
37339;EDEKA Neukauf;Nordhäuser Straße 1
37339;Edeka;Weststraße 1
37339;Netto;Nordhäuser Straße 28
37339;Rewe;Franz-Weinrich-Straße 27
37339;Netto;Am Dämmig 2
37339;Rewe;Hauptstraße 40
