plz;supermarkt;adresse
NA;NA;c(10.8774628, 48.411988) 2496352313
NA;NA;c(10.8774696, 48.4118583) 1112410934
NA;NA;c(10.8774715, 48.4124478) 2496352327
NA;NA;c(10.8774774, 48.4123575) 1112410906
NA;NA;c(10.8780442, 48.4118674) 1112410865
NA;NA;c(10.8780455, 48.4118368) 1112410874
NA;NA;c(10.8785221, 48.4125074) 2496352331
NA;NA;c(10.878524, 48.412468) 2496352328
NA;NA;c(10.8786977, 48.4125108) 2496352332
NA;NA;c(10.8787015, 48.4124201) 2496352325
NA;NA;c(10.8787285, 48.4124205) 2496352326
NA;NA;c(10.8787326, 48.4123231) 2496352323
NA;NA;c(10.8787454, 48.4119768) 2496352310
NA;NA;c(10.8787457, 48.4120673) 2496352316
NA;NA;c(10.8787466, 48.4120187) 2496352314
NA;NA;c(10.8787506, 48.4118517) 1112410912
NA;NA;c(10.8787639, 48.4123236) 2496352324
NA;NA;c(10.8787674, 48.4122385) 2496352320
NA;NA;c(10.8787743, 48.4120191) 2496352315
NA;NA;c(10.878776, 48.4119787) 2496352311
NA;NA;c(10.8788155, 48.4122393) 2496352321
NA;NA;c(10.8788229, 48.4120693) 2496352317
NA;NA;c(12.1962734, 48.9997662) 1109177277
NA;NA;c(12.1962758, 48.9996484) 1109177269
NA;NA;c(12.1963446, 48.999649) 1109177244
NA;NA;c(12.1963448, 49.0001977) 1109177262
NA;NA;c(12.196346, 48.9995756) 1109177272
NA;NA;c(12.1963534, 48.9997669) 1109177253
NA;NA;c(12.1966945, 49.0002007) 1887630444
NA;NA;c(12.1966958, 49.00014) 1887630440
NA;NA;c(12.1966982, 49.00002) 1887630430
NA;NA;c(12.1966986, 48.9999992) 1887630428
NA;NA;c(12.1967009, 48.9998848) 1887630423
NA;NA;c(12.196707, 48.9995787) 1109177235
NA;NA;c(12.1967581, 48.9999997) 1887630429
NA;NA;c(12.1967592, 49.0001405) 1887630441
NA;NA;c(12.1967604, 48.9998854) 1887630424
NA;NA;c(12.1967616, 49.0000205) 1887630431
NA;NA;c(13.1965994, 52.5395414) 2886633729
NA;NA;c(13.1966683, 52.5393743) 2886644716
NA;NA;c(13.1967275, 52.5393932) 2886646015
NA;NA;c(13.196751, 52.5392787) 2886646213
NA;NA;c(13.1969355, 52.539382) 2886646014
NA;NA;c(13.1969655, 52.5393473) 2886646215
NA;NA;c(13.1973249, 52.5397734) 2886646221
NA;NA;c(13.1973424, 52.5396371) 2886644516
NA;NA;c(13.1973757, 52.5397146) 2886636113
NA;NA;c(13.1974209, 52.5396622) 2886634724
NA;NA;c(13.197427, 52.5395391) 2886644717
NA;NA;c(13.2374351, 52.5270392) 3352315667
NA;NA;c(13.2375419, 52.5272661) 3352315675
NA;NA;c(13.2376233, 52.5272519) 3352315674
NA;NA;c(13.2376462, 52.5273005) 3352315677
NA;NA;c(13.2377101, 52.5272374) 3352315673
NA;NA;c(13.2377328, 52.5272854) 3352315676
NA;NA;c(13.2378668, 52.5269251) 3352315659
NA;NA;c(13.2378837, 52.526961) 3352315663
NA;NA;c(13.2379854, 52.5269044) 3352315655
NA;NA;c(13.2380026, 52.5269409) 3352315660
NA;NA;c(13.238084, 52.5269267) 3352315658
NA;NA;c(13.2381908, 52.5271536) 3352315671
NA;NA;c(13.2413818, 52.5264856) 3352315613
NA;NA;c(13.241383, 52.5264654) 3352315609
NA;NA;c(13.2413908, 52.5263356) 3352315607
NA;NA;c(13.2413922, 52.5263155) 3352315604
NA;NA;c(13.2414304, 52.5265351) 3352315623
NA;NA;c(13.2414335, 52.526487) 3352315614
NA;NA;c(13.2414352, 52.5264668) 3352315610
NA;NA;c(13.2414438, 52.5263371) 3352315608
NA;NA;c(13.241445, 52.5263167) 3352315605
NA;NA;c(13.2414456, 52.5263136) 3352315603
NA;NA;c(13.2416829, 52.5265942) 3352315633
NA;NA;c(13.2416869, 52.5265407) 3352315624
NA;NA;c(13.2417646, 52.526596) 3352315634
NA;NA;c(13.2417673, 52.526543) 3352315626
NA;NA;c(13.2419265, 52.5265467) 3352315627
NA;NA;c(13.2419289, 52.526501) 3352315616
NA;NA;c(13.2421463, 52.526506) 3352315618
NA;NA;c(13.2421574, 52.5263294) 3352315606
NA;NA;c(7.9746969, 48.5351639) 6228065554
NA;NA;c(7.9747004, 48.535117) 3001384643
NA;NA;c(7.9747244, 48.5351579) 6228065553
NA;NA;c(7.9747694, 48.5354902) 3001384670
NA;NA;c(7.9748689, 48.5354618) 3001384666
NA;NA;c(7.97488, 48.5356067) 3001384686
NA;NA;c(7.974974, 48.5355824) 3001384683
NA;NA;c(7.9752091, 48.5349859) 3001384637
NA;NA;c(7.9752471, 48.5350505) 3001384640
NA;NA;c(7.9752973, 48.5350376) 3001384639
NA;NA;c(7.9753361, 48.5351029) 6228065550
NA;NA;c(7.9753438, 48.5351009) 6228065552
NA;NA;c(7.9753439, 48.5351009) 6228065551
NA;NA;c(7.9753463, 48.5354311) 3001384660
NA;NA;c(7.9753746, 48.5354791) 3001384669
NA;NA;c(7.9753978, 48.5352293) 3001384652
NA;NA;c(7.9753981, 48.5353148) 3001384655
NA;NA;c(7.9754162, 48.5352246) 3001384651
NA;NA;c(7.9754416, 48.5353036) 3001384654
NA;NA;c(7.9754506, 48.5354042) 3001384658
NA;NA;c(7.9763753, 48.5605423) 5904870774
NA;NA;c(7.9765668, 48.560313) 5904870765
NA;NA;c(7.9766279, 48.5603354) 5904870768
NA;NA;c(7.9766732, 48.5602812) 5904870764
NA;NA;c(7.9768112, 48.5607018) 5904870779
NA;NA;c(7.9768966, 48.5605996) 5904870776
NA;NA;c(7.9770171, 48.5604068) 6907771976
NA;NA;c(7.977048, 48.5604183) 5904870771
NA;NA;c(8.1097317, 50.0262244) 1083330738
NA;NA;c(8.1099322, 50.0260404) 1083330714
NA;NA;c(8.1101685, 50.026158) 2692049787
NA;NA;c(8.1101926, 50.0261378) 2692049785
NA;NA;c(8.1102947, 50.0264958) 1083330741
NA;NA;c(8.1105259, 50.0263048) 1083330722
NA;NA;c(8.1111467, 50.0254702) 280737881
NA;NA;c(8.11131, 50.0255894) 2090750316
NA;NA;c(8.1113519, 50.0255316) 2090750310
NA;NA;c(8.1113919, 50.0256139) 2090750324
NA;NA;c(8.1114411, 50.025064) 2090750252
NA;NA;c(8.111622, 50.0251182) 2090750269
NA;NA;c(8.1116522, 50.0250765) 2090750256
NA;NA;c(8.1117583, 50.0251083) 2090750266
NA;NA;c(8.1222392, 50.0281198) 2055877236
NA;NA;c(8.1222587, 50.0286491) 2055877253
NA;NA;c(8.1223727, 50.0285986) 2055877250
NA;NA;c(8.1223744, 50.0286473) 2055877252
NA;NA;c(8.1226156, 50.0284022) 2055877245
NA;NA;c(8.1226227, 50.0285948) 2055877249
NA;NA;c(8.1226468, 50.0281136) 2055877235
NA;NA;c(8.1226574, 50.0284016) 2055877244
NA;NA;c(8.1249654, 50.0287308) 2144514774
NA;NA;c(8.1252343, 50.0280025) 2144514738
NA;NA;c(8.1253137, 50.0287839) 2144514779
NA;NA;c(8.1255826, 50.0280555) 2144514740
NA;NA;c(8.1953737, 50.2492408) 1029456069
NA;NA;c(8.1954034, 50.2489793) 1029456731
NA;NA;c(8.1955804, 50.2492504) 1029457130
NA;NA;c(8.1955858, 50.249203) 1029456694
NA;NA;c(8.1959355, 50.2492287) 2026012106
NA;NA;c(8.1959366, 50.2492192) 2026012102
NA;NA;c(8.1960108, 50.2492322) 2026012109
NA;NA;c(8.1960118, 50.2492238) 2026012103
NA;NA;c(8.1960794, 50.2492269) 1029456019
NA;NA;c(8.1960996, 50.2490481) 2026012084
NA;NA;c(8.1961625, 50.249051) 2026012085
NA;NA;c(8.1961666, 50.2490147) 2026012083
NA;NA;c(8.1993282, 50.2212084) 2073774550
NA;NA;c(8.1993416, 50.2213453) 2073774560
NA;NA;c(8.1993422, 50.2214264) 2073774568
NA;NA;c(8.1993737, 50.2214994) 2073774570
NA;NA;c(8.199393, 50.2215128) 2073774572
NA;NA;c(8.1993951, 50.2212789) 2073774554
NA;NA;c(8.1995114, 50.2217536) 2073774611
NA;NA;c(8.1995766, 50.2211119) 2073774540
NA;NA;c(8.199644, 50.2211829) 2073774548
NA;NA;c(8.1996647, 50.2217227) 2073774601
NA;NA;c(8.1996848, 50.2217634) 2073774614
NA;NA;c(8.1997469, 50.2211818) 2073774546
NA;NA;c(8.1997655, 50.2216624) 2073774593
NA;NA;c(8.1998035, 50.2217396) 2073774608
NA;NA;c(8.1998726, 50.2212229) 2073774552
NA;NA;c(8.1999582, 50.2212863) 2073774556
NA;NA;c(8.1999981, 50.2213942) 2073774564
NA;NA;c(8.2000043, 50.2213635) 2073774562
NA;NA;c(8.2000125, 50.2216127) 2073774581
NA;NA;c(8.2000304, 50.2216491) 2073774590
NA;NA;c(8.2001151, 50.221632) 2073774585
NA;NA;c(8.2284603, 50.2667456) 1532647094
NA;NA;c(8.2286052, 50.2664415) 1532647080
NA;NA;c(8.2287987, 50.2665432) 1532647089
NA;NA;c(8.2288266, 50.2664845) 1532647086
NA;NA;c(8.2288566, 50.2668227) 5150058866
NA;NA;c(8.2289229, 50.2668356) 1532647095
NA;NA;c(8.2289372, 50.2667212) 1532647091
NA;NA;c(8.2289739, 50.2667284) 1532647092
NA;NA;c(8.229003, 50.2665829) 1532647090
NA;NA;c(8.2541803, 50.2230492) 626985590
NA;NA;c(8.2542051, 50.2183484) 2055732442
NA;NA;c(8.2542196, 50.2183271) 2055732441
NA;NA;c(8.2542438, 50.2234297) 2046674040
NA;NA;c(8.2542467, 50.2235231) 2046674057
NA;NA;c(8.2542544, 50.2235647) 2046674059
NA;NA;c(8.2542659, 50.2234868) 2046674055
NA;NA;c(8.2542912, 50.2236069) 2046674062
NA;NA;c(8.2542965, 50.2234657) 2046674053
NA;NA;c(8.2543165, 50.2234328) 2046674042
NA;NA;c(8.254318, 50.2234564) 2046674044
NA;NA;c(8.254351, 50.2236255) 2046674079
NA;NA;c(8.2543568, 50.2181253) 2055732420
NA;NA;c(8.2544009, 50.2184029) 2055732447
NA;NA;c(8.2544061, 50.223626) 2046674081
NA;NA;c(8.2544157, 50.2183811) 2055732445
NA;NA;c(8.2544179, 50.2230453) 3929700089
NA;NA;c(8.2544552, 50.2236167) 2046674078
NA;NA;c(8.2545088, 50.2235868) 2046674061
NA;NA;c(8.2545625, 50.2236457) 626985591
NA;NA;c(8.2545648, 50.2235863) 2046674060
NA;NA;c(8.2547236, 50.2182274) 2055732426
NA;NA;c(8.2547523, 50.2181853) 2055732423
NA;NA;c(8.2548904, 50.2185132) 2055732450
NA;NA;c(8.2550276, 50.2183113) 2055732440
NA;NA;c(8.2550559, 50.2182697) 2055732437
NA;NA;c(8.2552984, 50.2231954) 626985599
NA;NA;c(8.2553116, 50.2235221) 626985600
NA;NA;c(8.2554131, 50.2230307) 626985596
NA;NA;c(8.2554205, 50.2236316) 626985602
NA;NA;c(8.2554243, 50.2235227) 626985601
NA;NA;c(8.2554307, 50.2231934) 626985598
NA;NA;c(8.2576616, 50.2177866) 670289947
NA;NA;c(8.2577456, 50.217845) 1775798818
NA;NA;c(8.2578162, 50.2178928) 1775798822
NA;NA;c(8.2579368, 50.2179837) 670289948
NA;NA;c(8.2580906, 50.217542) 670289937
NA;NA;c(8.2583677, 50.2177404) 670289942
NA;NA;c(8.2595218, 50.2067795) 280172122
NA;NA;c(8.2596296, 50.2062645) 5067387935
NA;NA;c(8.2598933, 50.2068113) 5366371756
NA;NA;c(8.2600284, 50.2068229) 3136999829
NA;NA;c(8.2601362, 50.206308) 3136999830
NA;NA;c(8.2618268, 50.2171128) 670275703
NA;NA;c(8.2618347, 50.2168307) 670275700
NA;NA;c(8.261897, 50.2171438) 3136975830
NA;NA;c(8.261898, 50.2171166) 3136975831
NA;NA;c(8.2623231, 50.2171666) 3136975829
NA;NA;c(8.2626434, 50.2171893) 3136974525
NA;NA;c(8.2627402, 50.2172134) 3136974528
NA;NA;c(8.2628015, 50.217245) 3136974527
NA;NA;c(8.2628045, 50.2172184) 3136974526
NA;NA;c(8.2629103, 50.2171598) 3136974523
NA;NA;c(8.262936, 50.2172507) 670275705
NA;NA;c(8.2629478, 50.2171639) 3136974524
NA;NA;c(8.2629543, 50.2168878) 670275702
NA;NA;c(8.2641066, 50.2286782) 671032113
NA;NA;c(8.2643334, 50.2284768) 671032118
NA;NA;c(8.264465, 50.2285374) 3115731167
NA;NA;c(8.2644902, 50.228515) 3115731164
NA;NA;c(8.2646145, 50.2289123) 3115731171
NA;NA;c(8.2646283, 50.2256936) 670993944
NA;NA;c(8.2646693, 50.2288636) 3115731173
NA;NA;c(8.2646716, 50.2254073) 3929700091
NA;NA;c(8.2647199, 50.2252963) 670993840
NA;NA;c(8.2647471, 50.2254207) 3929700090
NA;NA;c(8.2647869, 50.2289178) 671032121
NA;NA;c(8.2649391, 50.2287826) 3115731177
NA;NA;c(8.2650753, 50.2288454) 3115731174
NA;NA;c(8.2651204, 50.2288053) 671032120
NA;NA;c(8.2651681, 50.2257898) 670993959
NA;NA;c(8.2653352, 50.225406) 670993957
NA;NA;c(8.6510471, 49.215107) 1149051827
NA;NA;c(8.6511504, 49.2150815) 2049338635
NA;NA;c(8.651175, 49.2151238) 2049338634
NA;NA;c(8.6513378, 49.2156082) 1149052165
NA;NA;c(8.6513769, 49.2155985) 1149052340
NA;NA;c(8.651397, 49.2150689) 1149052038
NA;NA;c(8.6514625, 49.2151818) 2049338643
NA;NA;c(8.6515314, 49.2151648) 1149051847
NA;NA;c(8.6515907, 49.2152671) 2049338636
NA;NA;c(8.651732, 49.2155106) 1149052293
NA;NA;c(8.6530769, 49.2246822) 1125291255
NA;NA;c(8.6533364, 49.2250277) 1125291199
NA;NA;c(8.6533547, 49.2245915) 2052206319
NA;NA;c(8.6533976, 49.2246474) 2052206318
NA;NA;c(8.6536255, 49.2249664) 2052206317
NA;NA;c(8.6537274, 49.2245395) 1125291188
NA;NA;c(8.6539746, 49.2248501) 1125291259
NA;NA;c(8.7879409, 49.9746143) 384697173
NA;NA;c(8.7880159, 49.9748186) 384697169
NA;NA;c(8.7883932, 49.9745456) 384697175
NA;NA;c(8.7884157, 49.974607) 2451669442
NA;NA;c(8.7884228, 49.9747375) 2451669444
NA;NA;c(8.7884295, 49.9747558) 384697171
NA;NA;c(8.788432, 49.9746045) 2451669441
NA;NA;c(8.7884778, 49.9747291) 2451669443
NA;NA;c(8.8013027, 49.9761563) 364064774
NA;NA;c(8.8014724, 49.9761098) 364064775
NA;NA;c(8.8015214, 49.9761836) 1614362353
NA;NA;c(8.8016603, 49.9766956) 364064772
NA;NA;c(8.8016913, 49.976137) 1614362352
NA;NA;c(8.8017145, 49.976172) 4429700859
NA;NA;c(8.8018173, 49.9763271) 1614362355
NA;NA;c(8.8018557, 49.9763166) 1614362354
NA;NA;c(8.8020383, 49.976592) 364064773
NA;NA;c(8.8268261, 49.9677558) 394571033
NA;NA;c(8.8268794, 49.9679774) 394571031
NA;NA;c(8.826903, 49.9677201) 2659130871
NA;NA;c(8.8269095, 49.9677475) 2659130873
NA;NA;c(8.82716, 49.9679495) 1142082835
NA;NA;c(8.8271701, 49.9679918) 1142082742
NA;NA;c(8.8273253, 49.9676781) 2659130867
NA;NA;c(8.8273319, 49.9677054) 2659130869
NA;NA;c(8.8273564, 49.96793) 1142084522
NA;NA;c(8.8273665, 49.9679722) 1142084798
NA;NA;c(8.827678, 49.967671) 394571034
NA;NA;c(8.8277313, 49.9678926) 394571032
NA;NA;c(9.1926925, 49.0513817) 1853148658
NA;NA;c(9.1927071, 49.0514676) 1854364520
NA;NA;c(9.1927129, 49.0515014) 1853148667
NA;NA;c(9.1927189, 49.0513798) 1854453620
NA;NA;c(9.1927267, 49.0512781) 1853148652
NA;NA;c(9.1927416, 49.051277) 1854364482
NA;NA;c(9.1927438, 49.051378) 1853148656
NA;NA;c(9.1929493, 49.0514841) 1854364526
NA;NA;c(9.1929548, 49.0511024) 1853148640
NA;NA;c(9.1929815, 49.0512595) 1853148651
NA;NA;c(9.19332, 49.0510756) 1853148639
NA;NA;c(9.1933554, 49.051336) 1853148655
NA;NA;c(9.1933605, 49.0513661) 1854400833
NA;NA;c(9.1933656, 49.0513962) 1854400835
NA;NA;c(9.1933707, 49.0514263) 1853148663
NA;NA;c(9.1933751, 49.0510716) 1853148638
NA;NA;c(9.1933753, 49.0514529) 1853148665
NA;NA;c(9.1933805, 49.0512036) 1853148648
NA;NA;c(9.1933915, 49.0512679) 1854364478
NA;NA;c(9.1933973, 49.0512024) 1853148646
NA;NA;c(9.1934025, 49.0513325) 1853148654
NA;NA;c(9.7672635, 49.9672473) 2139466454
NA;NA;c(9.7672689, 49.9669616) 2139466450
NA;NA;c(9.7673291, 49.966962) 2139466452
NA;NA;c(9.7673321, 49.9667659) 2139466456
NA;NA;c(9.7675706, 49.9667674) 3077949179
NA;NA;c(9.7675712, 49.9667233) 3077949180
NA;NA;c(9.7676895, 49.9672512) 2139466449
NA;NA;c(9.7677009, 49.9667241) 3077949181
NA;NA;c(9.7690616, 49.9763765) 1448591171
NA;NA;c(9.7691047, 49.9753578) 1448591167
NA;NA;c(9.7697876, 49.9763892) 1448591172
NA;NA;c(9.7698307, 49.9753705) 1448591168
NA;NA;c(9.7728016, 49.9569274) 1408772920
NA;NA;c(9.7729406, 49.9567244) 1408772933
NA;NA;c(9.7730053, 49.9570618) 1408772918
NA;NA;c(9.7730492, 49.9569976) 1408772900
NA;NA;c(9.7731982, 49.9571164) 1408772916
NA;NA;c(9.7732422, 49.9570521) 2148352771
NA;NA;c(9.7735529, 49.9571402) 1408772905
NA;NA;c(9.7736919, 49.9569374) 1408772939
NA;NA;c(9.7760174, 49.9680021) 1298217332
NA;NA;c(9.7762939, 49.9676183) 1298217339
NA;NA;c(9.7763904, 49.9681695) 1298217337
NA;NA;c(9.7764238, 49.9681233) 1298217345
NA;NA;c(9.7765381, 49.9682128) 1298217335
NA;NA;c(9.7767068, 49.9677419) 1298217340
NA;NA;c(9.7767543, 49.9676761) 1298217346
NA;NA;c(9.7768954, 49.967717) 275850444
NA;Nihao1;Holzbachstraße 2f
NA;Parkhaus Bahnhofspassagen;NA NA
NA;Penny;NA NA
NA;Schnell - Der Berliner Bäcker;NA NA
NA;Thonke;NA NA
NA;VR Bank;NA NA
NA;c(10.4905817, 48.5812084) 4395032326
NA;c(10.4909563, 48.5804707) 4395032304
NA;c(10.4911731, 48.5813399) 4395032331
NA;c(10.4911946, 48.5812975) 4395032329
NA;c(10.4912047, 48.5810035) 4395032322
NA;c(10.4912636, 48.5811616) 4395032325
NA;c(10.4913298, 48.5810313) 4395032323
NA;c(10.4914227, 48.5805743) 4395032307
NA;c(10.4999461, 48.5758467) 1707019272
NA;c(10.500142, 48.5756943) 4580184176
NA;c(10.500164, 48.5756771) 1707019261
NA;c(10.500219, 48.5757081) 4580184177
NA;c(10.500268, 48.5756699) 4580184178
NA;c(10.5003688, 48.5761568) 2329334366
NA;c(10.5004227, 48.5761149) 2329334364
NA;c(10.5004506, 48.5762028) 2329334367
NA;c(10.5006374, 48.5759423) 4580184180
NA;c(10.5006855, 48.5759048) 4580184179
NA;c(10.5007233, 48.5759907) 1707019289
NA;c(10.5144779, 48.5870948) 518527082
NA;c(10.5147738, 48.5865688) 518527091
NA;c(10.5151049, 48.5872492) 518527078
NA;c(10.5154008, 48.5867232) 518527070
NA;c(11.0499272, 48.386082) 1631171436
NA;c(11.0500461, 48.386337) 2151173070
NA;c(11.0500715, 48.3863305) 2151173069
NA;c(11.0500759, 48.3863883) 6225692471
NA;c(11.0501202, 48.3864647) 2151173072
NA;c(11.0501456, 48.3864582) 2151173071
NA;c(11.0501582, 48.3864799) 1631171439
NA;c(11.0502046, 48.386011) 2151173041
NA;c(11.0502149, 48.3860287) 2151173043
NA;c(11.0503456, 48.3859952) 1631171434
NA;c(11.0503573, 48.3860154) 1631171435
NA;c(11.050434, 48.3863929) 1631171437
NA;c(11.0504423, 48.3864072) 1631171438
NA;c(11.0505464, 48.3859671) 1630129862
NA;c(11.050747, 48.3863128) 1630129871
NA;c(11.0583144, 48.3861961) 1831048250
NA;c(11.0583452, 48.3864301) 1831048259
NA;c(11.0584124, 48.3864262) 1831048257
NA;c(11.0584195, 48.3864798) 1831048264
NA;c(11.0586316, 48.3864675) 3181312634
NA;c(11.0588434, 48.3864012) 1831048256
NA;c(11.0588504, 48.3864549) 1831048261
NA;c(11.0591327, 48.3861487) 1831048248
NA;c(11.0591344, 48.3861629) 3181312631
NA;c(11.0591576, 48.3863381) 3181312633
NA;c(11.0591634, 48.3863826) 1831048255
NA;c(11.0596047, 48.388856) 1630069703
NA;c(11.0598574, 48.3887291) 1630069701
NA;c(11.0598671, 48.3887377) 1630199407
NA;c(11.0599462, 48.3886979) 1630199402
NA;c(11.0599864, 48.3888425) 1630199416
NA;c(11.0600168, 48.3892181) 1630069755
NA;c(11.0600656, 48.3888028) 1630199410
NA;c(11.0602695, 48.3890913) 1630069714
NA;c(11.061369, 48.3904643) 2050381568
NA;c(11.0613747, 48.3904105) 1460511053
NA;c(11.0614069, 48.3904511) 2050381567
NA;c(11.0615382, 48.3906776) 2050381576
NA;c(11.0615761, 48.3906643) 2050381575
NA;c(11.0616945, 48.3902986) 1460511049
NA;c(11.0617179, 48.390843) 1460511066
NA;c(11.0618384, 48.39048) 2050381570
NA;c(11.0619345, 48.3904463) 2050381566
NA;c(11.061936, 48.3906029) 2050381573
NA;c(11.0620321, 48.3905693) 2050381571
NA;c(11.0620377, 48.3907311) 1460511061
NA;c(11.0702732, 48.3929614) 1357014023
NA;c(11.0703196, 48.3928187) 1357013987
NA;c(11.0703719, 48.3929436) 1357014018
NA;c(11.0704287, 48.3933426) 1357014064
NA;c(11.0705045, 48.3932547) 1357014060
NA;c(11.0705328, 48.3933239) 1357014065
NA;c(11.0705607, 48.3927741) 1357013983
NA;c(11.0705942, 48.3928539) 1357014007
NA;c(11.0706027, 48.3932365) 2109362600
NA;c(11.0707141, 48.3928318) 1357014005
NA;c(11.0707142, 48.3932159) 1357014059
NA;c(11.0707453, 48.3932904) 1357014063
NA;c(11.0708944, 48.3932629) 1357014061
NA;c(11.4856148, 48.3007558) 6360715642
NA;c(11.4858445, 48.3008998) 6360715641
NA;c(11.486038, 48.3004508) 6365369115
NA;c(11.4861506, 48.3003696) 6360715643
NA;c(11.4861653, 48.300686) 6360715646
NA;c(11.48625, 48.3003823) 6360715644
NA;c(11.4863249, 48.3006852) 6360715647
NA;c(11.4863485, 48.3007063) 2879246898
NA;c(11.4864486, 48.3005071) 6360715645
NA;c(11.4864718, 48.3004891) 2879246883
NA;c(11.4865743, 48.3005456) 2879246896
NA;c(11.7936791, 49.0480896) 864533976
NA;c(11.7942325, 49.0482396) 864533953
NA;c(11.7942471, 49.0482858) 864534142
NA;c(11.7943112, 49.0480034) 864534099
NA;c(11.7943945, 49.0482657) 864533999
NA;c(12.7528897, 49.0849258) 2161074821
NA;c(12.753152, 49.0851581) 2161074841
NA;c(12.7532076, 49.0847718) 2161074835
NA;c(12.7533145, 49.0848665) 2161074845
NA;c(12.7533601, 49.0848444) 2161074851
NA;c(12.7534203, 49.0849874) 2161074836
NA;c(12.75345, 49.0850137) 2161074839
NA;c(12.7534857, 49.0849557) 2161074830
NA;c(13.3476559, 48.1722237) 3975493579
NA;c(13.3476964, 48.1720939) 6644514412
NA;c(13.3477435, 48.1719425) 3975492845
NA;c(13.3478094, 48.1723215) 6708145727
NA;c(13.3478339, 48.1722514) 6708145726
NA;c(13.3479243, 48.1723365) 3975493567
NA;c(13.3479775, 48.1722676) 3975493570
NA;c(13.3480152, 48.1719817) 3975492847
NA;c(13.4861189, 48.2131237) 6068805169
NA;c(13.4861189, 48.2131461) 6068805168
NA;c(13.4861302, 48.2131037) 6068805170
NA;c(13.4862798, 48.2134901) 6068805167
NA;c(13.4864583, 48.2129528) 6068805173
NA;c(13.4866614, 48.2128594) 6068805171
NA;c(13.4869756, 48.213171) 6068805172
NA;c(13.5041501, 52.0428406) 1289126764
NA;c(13.5041899, 52.042884) 4566741186
NA;c(13.5042723, 52.0428555) 4566741187
NA;c(13.5044089, 52.0430049) 1289126776
NA;c(13.5047783, 52.0426233) 1289126786
NA;c(13.5049546, 52.0428162) 1289126742
NA;c(13.509195, 52.0425367) 6277279270
NA;c(13.5094023, 52.0424505) 6281991912
NA;c(13.5094555, 52.0423974) 3538564992
NA;c(13.5095172, 52.0428282) 3538566095
NA;c(13.5095619, 52.0428717) 3538564988
NA;c(13.5097666, 52.0426781) 3538564991
NA;c(13.5098285, 52.0426533) 3538564990
NA;c(13.5099029, 52.0427287) 3538564989
NA;c(13.5798576, 52.0271599) 1375692726
NA;c(13.5798846, 52.0272114) 1375692727
NA;c(13.5800125, 52.0271291) 1375692724
NA;c(13.5800395, 52.0271805) 1375692725
NA;c(8.5768718, 48.8927911) 443696030
NA;c(8.5769351, 48.8926439) 6449357183
NA;c(8.576972, 48.8926498) 6449357182
NA;c(8.5770633, 48.8924083) 6449357184
NA;c(8.5770744, 48.8924101) 6449358788
NA;c(8.5770998, 48.8923429) 6449358787
NA;c(8.5772359, 48.8928506) 443696031
NA;c(8.5772415, 48.8928515) 6449358789
NA;c(8.5773757, 48.8924966) 6449358786
NA;c(8.5774317, 48.8925058) 6449358785
NA;c(8.5774704, 48.8924035) 443696032
NA;c(8.600771, 48.8967476) 4508258580
NA;c(8.6008034, 48.896809) 4508258581
NA;c(8.6008175, 48.8967325) 4508258579
NA;c(8.6008416, 48.8966567) 2470963696
NA;c(8.6009261, 48.8970415) 4508212231
NA;c(8.6010548, 48.8969759) 2470963667
NA;c(8.6011466, 48.8965785) 2470963733
NA;c(8.6011671, 48.8966087) 2470963690
NA;c(8.6012149, 48.896692) 2470963688
NA;c(8.6013551, 48.8967969) 2470963673
NA;c(8.6972692, 50.640036) 1128200682
NA;c(8.6974547, 50.6404921) 1128200112
NA;c(8.6975617, 50.6402438) 261609771
NA;c(8.6976497, 50.6404602) 261609766
NA;c(8.6980216, 50.639913) 1128200517
NA;c(8.698119, 50.6401526) 261609770
NA;c(8.7009775, 50.6390301) 3878520262
NA;c(8.7009972, 50.6391194) 2480155322
NA;c(8.7010096, 50.638964) 2811787960
NA;c(8.7010149, 50.6391993) 3878520264
NA;c(8.7010233, 50.639026) 1128200485
NA;c(8.7010481, 50.6391963) 3878520263
NA;c(8.7011989, 50.6398786) 1128833637
NA;c(8.7012466, 50.6398743) 1128833628
NA;c(8.7013082, 50.6389394) 3878929598
NA;c(8.7013235, 50.6402219) 1128200609
NA;c(8.7024194, 50.6396201) 1128200150
NA;c(8.7024295, 50.6396661) 3878520266
NA;c(8.7024627, 50.6398492) 1128200577
NA;c(8.7025215, 50.6401154) 1128200141
NA;c(8.7026266, 50.6396485) 3878520265
NA;c(8.7026831, 50.6396806) 3878520267
NA;c(8.7027154, 50.6398268) 1128200722
NA;c(8.7027297, 50.6388111) 1128200805
NA;c(8.702899, 50.6395775) 1128200066
NA;c(8.7034238, 50.6400324) 261736913
NA;c(8.7034243, 50.6399562) 2546947404
NA;c(8.7035588, 50.6399566) 2546947406
NA;c(8.7035601, 50.6397603) 261736914
NA;c(8.7035644, 50.6400327) 1128200814
NA;c(8.7040256, 50.6397982) 2546947394
NA;c(8.7040258, 50.6397616) 2546947388
NA;c(8.7041384, 50.6397985) 2066983684
NA;c(8.7043171, 50.6399529) 2546947400
NA;c(8.7043181, 50.639799) 1128200317
NA;c(8.7043374, 50.6506887) 2780007609
NA;c(8.7045542, 50.6400354) 1128200564
NA;c(8.7045547, 50.6399536) 2546947402
NA;c(8.7046556, 50.6505115) 2780007607
NA;c(8.7049419, 50.651125) 2780007617
