plz;supermarkt;adresse
81479;Reformhaus Sander;Friedastraße 24
81479;VollCorner Bio;Wolfratshauser Straße 204
81539;Asia Markt QuangTeo;Tegernseer Landstraße 125
81539;Edeka Express;Giesinger Bahnhofplatz 3
81539;HIT;Giesinger Bahnhofplatz 1a
81539;Netto;Deisenhofener Straße 80
81539;Penny;Deisenhofener Straße 14
81539;Penny;Deisenhofener Straße 21
81539;Penny;Perlacher Straße 122a
81539;denn's Biomarkt;Giesinger Bahnhofplatz 2
81541;NA;Entenbachstraße 28
81541;Naturwaren Entenbach;Schlotthauerstraße 16
81541;VollCorner Bio;Tegernseer Landstraße 41
81543;Aldi;Pilgersheimer Straße 38
81543;Alles Gute Naturkost;Pilgersheimer Straße 58
81543;Bio-Wein-Depot;Lohstraße 11
81543;Penny;Schönstraße 126
81543;Vitalia Reformhaus;Humboldtstraße 42
81545;EDEKA Niggel;Sankt-Magnus-Straße 34
81545;denn's Biomarkt;Grünwalder Straße 190
81547;Norma;Fromundstraße 31
81547;Rewe;Grünwalder Straße 10
81549;EDEKA;Minnewitstraße 37
81549;HIT;Auguste-Kent-Platz 2
81549;NA;Balanstraße 188
81549;Netto;Aschauer Straße 19
81549;Penny Markt;Balanstraße 168
81667;Aldi;Orleansplatz 2
81667;Lidl;Orleansplatz 7
81667;PENNY 'Preysinger Eck';Preysingstraße 42
81667;Vollcorner;Innere Wiener Straße 52
81669;Aldi Süd;Sankt-Martin-Straße 57
81669;Orient Shop;Rosenheimer Straße 38
81669;Penny;Rablstraße 26
81669;Thai Binh Duong;Rosenheimer Straße 36
81671;Lidl;August-Everding-Straße 20
81671;Rewe;August-Everding-Straße 20
81673;ALDI Süd;Hermann-Weinhauser-Straße 90
81673;NA;Berg-am-Laim-Straße 117
81673;NORMA;Kreillerstraße 21
81673;Netto;Neumarkter Straße 64
81673;REWE City;Josephsburgstraße 37
81673;REWE city;Hermann-Weinhauser-Straße 90
81673;Rewe City Markt;Sankt-Veit-Straße 11
81675;EDEKA Simmel;Einsteinstraße 130
81675;Lidl;Kirchenstraße 86
81675;Netto;Einsteinstraße 130
81679;Aldi Süd;Richard-Strauss-Straße 82
81679;BioVolet;Herkomerplatz 2
81679;Edeka;Richard-Strauss-Straße 80
81679;Rewe;Pienzenauerstraße 1
81735;Aldi;Albert-Schweitzer-Straße 78
81735;Alnatura Bio-Supermarkt;Albert-Schweitzer-Straße 78
81735;Penny;Peschelanger 9
81735;Rewe;Albert-Schweitzer-Straße 78
81737;Edeka Tüfekci;Sudermannallee 8
81737;Kaufland;Ollenhauerstraße 4
81737;Mohrhof Perlach;Ottobrunner Straße 133
81739;Edeka Tüfekci;Therese-Giehse-Allee 70
81739;Netto;Therese-Giehse-Allee 26
81825;Alnatura Trudering;Hafelhofweg 2
81825;Asia Markt;Truderinger Straße 259
81825;Edeka Jusić;Bajuwarenstraße 69
81825;Edeka;Kreillerstraße 151
81825;HIT;Truderinger Straße 272
81825;NA;Wasserburger Landstraße 10
81825;Netto;Truderinger Straße 217
81825;Netto;Wasserburger Landstraße 8
81825;denn's Biomarkt;Kreillerstraße 211
81827;Edeka xpress;Wasserburger Landstraße 209
81827;Penny;Wasserburger Landstraße 108
81827;Rewe;Hugo-Weiss-Straße 2-4
81827;denn's Biomarkt;Wasserburger Landstraße 214
81829;Netto;Am Mitterfeld 18
81829;Rewe;Elisabeth-Castonier-Platz 25
81925;Viktualien Eck;Cosimastraße 121
81925;ZamZam Markt;Cosimastraße 117
81927;Edeka;Fürkhofstraße 9
81927;Rewe;Freischützstraße 13
81927;Rewe;Freischützstraße 92
81927;VollCorner Bio;Warthestraße 1
82008;Dereli Cetin;Münchner Straße 107
82008;Edeka;Hauptstraße 2
82008;Penny;Hauptstraße 32
82024;Bereket Supermarkt;Eschenstraße 28
82024;Norma;Eschenstraße 38
82024;Penny;Köglweg 40
82031;Edeka;Rathausplatz 1
82031;VITALIA Reformhaus;Rathausstraße 1
82041;Edeka;Hubertusstraße 1a
82041;Penny;Linienstraße 36
82049;Norma;Prof.-Kallmann-Straße 1
82054;Edeka;Tegernseer Landstraße 1
82054;Vita Sinn;Rudolf-Diesel-Ring 17
82110;Asien Markt;Bahnhofplatz 10
82110;Edeka;Otto-Wagner-Straße 34a
82110;Norma;Wittelsbacherstraße 23
82131;Edeka xpress;Hauptplatz 4
82131;Gautinger Markthalle;Pippinplatz 1
82131;Naturkost;Bahnhofstraße 34
82131;VollCorner Bio;Leutstettener Straße 2
82131;denn's Biomarkt;Hauptplatz 5
82140;Edeka;Feursstraße 56
82140;Fair Weltladen;Hauptstraße 11
82140;Naturkostinsel;Hauptstraße 56
82140;Norma;Heckenstraße 3
82140;Rewe;Hauptstraße 33
82140;Rewe;Johann-G.-Gutenberg-Straße 18
82152;AEZ;Lochhamer Straße 31d
82152;Edeka;Bahnhofstraße 26
82152;NA;Gautinger Straße 51
82152;Norma;Muggenthalerstraße 1
82166;Edeka;Bahnhofstraße 106-108
82166;Edeka;Jahnplatz 1
82166;Reformhaus Wißgott;Bahnhofstraße 92
82178;Grüners kleiner Laden;Dorfstraße 26
82194;Edeka;Olchinger Straße 78
82194;Netto Marken-Discount City;Bahnhofstraße 31
82194;Rewe;Kirchenstraße 13
82194;denn's Biomarkt;Olchinger Straße 56
82205;Rewe;Starnberger Weg 60
82211;Edeka;Gewerbestraße 19
82211;Netto Marken-Discount;Gewerbestraße 21
82211;Norma;Gewerbestraße 17
82211;Rewe;Gewerbestraße 5
82216;Edeka;Bahnhofstraße 10
82216;Lidl;Maisacher Straße 61
82216;Möbel Feicht;Lindenstraße 6
82216;Netto City;Brucker Straße 2c
82216;Netto Marken-Discount;Bahnhofstraße 23
82223;Aldi Süd;Hauptstraße 110
82223;Edeka;Hauptstraße 55
82223;Edeka;Hauptstraße 8
82229;Edeka;Hauptstraße 40
82229;Lebensmittel Manfred Ginder;Günteringer Straße 5
82256;AEZ Amper Einkaufs Zentrum;Kurt-Huber-Ring 12
82256;Aldi;Industriestraße 1
82256;Aldi;Maisacher Straße 123
82256;Amper Einkaufs Zentrum;Schöngeisinger Straße 38
82256;Berna Markt;Buchenauer Straße 42
82256;Bio Supermarkt Natürlich Leben;Schöngeisinger Straße 47
82256;EDEKA Rehder;Oskar-von-Miller-Straße 2
82256;Lidl;Maisacher Straße 122
82256;Norma;Augsburger Straße 32
82256;Norma;Landsberger Straße 61
82256;Penny;Am Ährenfeld 65
82256;Reformhaus Altmann;Ludwigstraße 3b
82256;Rewe;Kurt-Schumacher-Straße 102
82256;denn's Biomarkt;Maisacher Straße 16
82269;Aldi Süd;Mühlweg 3
82269;Edeka;Bahnhofstraße NA
82269;Rewe;Mühlweg 7
82275;Rewe;Untere Au 7
82275;nahkauf Emmering;Hauptstraße 9
82284;Feneberg;Hauptstraße 42
82319;Aldi;Emslanderstraße 3
82319;EDEKA;Weilheimer Straße 16
82319;Edeka;Maximilianstraße 10
82319;naturkostinsel;Wittelsbacherstraße 9
82327;Edeka;Lindemannstraße 11
82335;EDEKA Markt R. Heinz;Marienstraße 4-6
82335;Rewe;Perchastraße 3a
82343;Penny;Weilheimer Straße 21
82362;Aldi Süd;Münchener Straße 62
82362;Asienfein;Bahnhofallee 2c
82362;Bio Michl;Pütrichstraße 9
82362;EDEKA Cichowski;Münchener Straße 49
82380;Bioladen;Schongauer Straße 88
82386;Edeka;Ringstraße 1
82386;nah & gut Gretschmann;St.-Johann-Straße 18
82407;Netto;Edelweißstraße 16
82418;Netto Marken-Discount;Untermarkt 58
82449;Edeka Mayr;Hauptstraße 4
82467;Aldi Süd;Von-Brug-Straße 7
82467;Edeka;Von-Brug-Straße 7
82467;Rewe;Hauptstraße 42
82467;Vitalia;Bahnhofstraße 16
82467;denn's Biomarkt;Von-Brug-Straße 13
82488;Kloster-Markt;Kaiser-Ludwig-Platz 2
82490;Dorfladen Farchant;Bahnhofstraße 5
82496;EDEKA C+C Großmarkt;Alte Ettaler Straße 10
82496;Rewe;Ettaler Straße 18f
82515;EDEKA Heininger;Faulhaberstraße 1
82515;Netto;Äußere Münchener Straße 4
82515;denn's Biomarkt;Königsdorfer Straße 33
82538;Edeka ImPuls;Karl-Lederer-Platz 18
82538;Penny;Steiner Ring 3
82538;Penny;Sudetenstraße 43
82538;Rewe City;Egerlandstraße 47a
82538;Spar;Haydnweg 33
82538;denn's Biomarkt;Sudetenstraße 29c
82541;EDEKA Aktiv Markt;Bachstraße 3
82544;Netto Marken-Discount;Gewerbering 20
83026;Kaufland;Äußere Münchener Straße 100
83026;Netto Marken-Discount;Mangfallstraße 35
83026;denn's Biomarkt;Mangfallstraße 35
83026;nahkauf;Happinger Straße 74
83043;Harthauser Frischemarkt;Harthauser Straße 70
83043;Netto;Westendstraße 9
83043;Vitalia Reformhaus;Rosenheimer Straße 5
83043;denn's Biomarkt;Westendstraße 4a
83043;Ährensache Naturkost;Bahnhofstraße 11
83064;Frischecenter Prechtl;Friedrich-Fuckel-Straße 3
83093;Artgerecht;Chiemseestraße 5
83101;Netto;Fabrikstraße 1
83115;Edeka;Auerstraße 34
83122;Kaufhaus Willkommer;Dorfplatz 2
83139;Edeka Schießl;Dorfplatz 4
83209;Edeka;Hochriesstraße 54
83209;Netto Marken-Discount;Hochriesstraße 54
83209;Penny;Hochriesstraße 23a
83224;Penny;Ortenburger Straße 19
83229;Edeka;Bahnhofstraße 6 -, 8
83229;Prientaler Bergbauernladen;Hans-Clarin-Platz 5
83242;Tiroler Straße;8 c(12.4677664, 47.6766932)
83256;Tante Emmas Inselladl;56 c(12.425164, 47.8734241)
83259;Müller-Bachmann;Geigelsteinstraße 10
83278;Edeka;Maxplatz 5
83278;Halong Asia Markt;Chiemseestraße 17
83278;Netto;Chiemseestraße 15
83278;Penny;Franz-Xaver-Steber-Straße 1
83278;Rewe;Bürgerwaldstraße 4
83301;Euromix;Münchener Straße 31
83301;Lidl;Traunring 4
83308;Edeka Scherer´s tägliche Frische;Sonnenleite 14
83313;Edeka;Hochbergstraße 24
83317;nah & gut;Raiffeisenstraße 2
83342;Edeka;Sudetenstraße 1
83342;Netto Marken-Discount;Altöttinger Straße 15
83355;Edeka Pfeilstetter;Erlstätter Straße 1
83373;Dorfladen Tengling;Hennhart 6
83395;Al Mona;Josef-Brendle-Straße 8
83395;Kliver;Von-Weber-Straße 5
83395;Netto Markendiscount;Lindenstraße NA
83410;Naturkost im Stadttor;Schlossstraße 9a
83413;Edeka;Tittmoninger Straße 43
83435;Edeka Schinko;Rosenstraße 2
83435;Netto Marken-Discount;Frühlingstraße 64
83512;CAP-Markt;Attel 17
83512;Netto Marken-Discount;Molkerei-Bauer-Straße 14
83533;Edeka;Staudhamer Straße 29d
83533;Penny;Am Gewerbering 2
83536;EDEKA Scherer;c(12.2756978, 48.152757) 2157449468
83562;Edeka;Hauptstraße 2
83567;Dorfladen Um's Eck;Ahornweg 5
83607;Edeka;Münchner Straße 62
83623;FreiZeit Bairawies;Dorfstraße 30
83646;Alpenbiomarkt;Sachsenkamer Straße 3
83646;Biodelikat;Badstraße 4 1/3
83646;E xpress;Marktstraße 53
83646;Rewe;Moraltpark 1B
83661;Grünes Warenhaus;Isarstraße 19
83671;Münchener Straße;3 c(11.4119818, 47.7087164)
83700;ALDI Weissach;Wiesseer Straße 41
83703;machtSINN;c(11.7387628, 47.7485073) 6089399086
83707;Edeka;Sanktjohanserstraße 83
83707;Landmann's Biomarkt;Sanktjohanserstraße 84
83707;Netto-City;Rathausweg NA
83714;Aldi;Am Windfeld 17
83714;Rewe;Am Windfeld 19
83727;Netto;Miesbacher Straße 14
83734;Netto Marken-Discount;Tegernseer Straße 3
83735;Lebensmittel – Feinkost;Osterhofen 22
84028;Douglas;Altstadt 55
84030;Netto Marken-Discount;Industriestraße 44
84030;Norma;Industriestraße 9
84032;Lidl;Oberndorferstraße 34a
84032;nah & gut Pistotnik;Landshuter Straße 24
84085;Burgmayerladen Langquaid;Marktplatz 7
84109;Netto Marken-Discount;Auweg 44
84130;Aldi Süd;Gewerbehof 1
84130;Netto Marken-Discount;Mengkofener Straße 5
84137;Edeka;Ohmstraße 8
84149;Hofladen Höhenberg;8 c(12.2960585, 48.3304675)
84152;Netto;Hauptstraße 2a
84155;Bäckerei Eder;Erdmannsdorfer Straße 4
84164;Netto;Ammerfeld 1
84166;Edeka;Hauptstraße 11a
84166;Netto Marken-Discount;Kröninger Straße 2
84183;Bäckerei Weinzierl Dorfladen;Hauptstraße 66
84307;Aldi;Lauterbachstraße 49
84307;Rewe;Öttinger Straße 23
84323;Edeka;Bahnhofstraße 2
84347;Bioladen;Stadtplatz 34
84347;real;Franz-Stelzenberger-Straße 1
84359;Lidl;Münchner Straße 82
84359;Naturkostladen anka;Maximilianstraße 22
84359;Netto Marken-Discount;Münchner Straße 21
84375;Edeka;Kirchenweg 2
84375;Netto;Von-Siemens-Straße 2
84405;Kramerei am Kreisel;Ludwig-Mertl-Straße 1
84405;Tagwerk;Rosenstraße 1
84416;Dänisches Bettenlager;Erdinger Straße 13
84427;Edeka;Wasserburger Straße 5
84453;Edeka;Oderstraße 5
84453;Netto;Europastraße 18
84453;Netto;Münchener Straße 84 b
84453;Penny;Bürgermeister-Hess-Straße 6
84478;ALDI;Bahnhofstraße 10
84478;Bio am Eck;Kirchenstraße 2
84478;Netto;Adlergebirgsstraße NA
84478;Penny Waldkraiburg (Süd);NA NA
84489;Edeka Neukauf;Marktler Straße 45
84489;Edeka;Marktler Straße 20
84489;Jändl;Hermann-Hiller-Straße 7
84489;Kaufland;NA 10
84489;Lidl;Burgkirchener Straße 16
84489;Norma;Robert-Koch-Straße 58-62
84513;Rewe;Erhartinger Straße 27
84524;Aldi;Simbacher Straße 55
84524;Kaufland;Nagelschmiedstraße 6
84524;Lidl;Braumeisterstraße 5
84524;Penny;Simbacher Straße 30C
84524;Rewe;Altöttinger Straße 1
84533;Netto;Moritz-Brüll-Straße 2
84539;Netto;Industriestraße 7
84543;Edeka;Mühldorfer Straße 2
84546;Dorfladen Wagner;Landshuter Straße c(12.4504546, 48.3949237)
84549;Edeka Scherer's;Raiffeisenplatz 2
84552;Edeka;c(12.6646403, 48.3380364) 1825359636
84571;Edeka;Öttinger Straße 8
85049;Basic Biomarkt;Levelingstraße 3
85049;EDEKA Yesilbas;Krumenauerstraße 54
85049;Edeka;Krumenauerstraße 58
85049;Müller;Ludwigstraße 22
85049;Norma;Harderstraße 13
85049;Rewe City;Harderstraße 24
85051;Bella Vita;Münchener Straße 142
85051;EDEKA Fanderl;Berliner Straße 17
85051;nurINpur;Am Pulverl 13
85053;Aldi Süd;Eriagstraße 10
85053;Lidl;Eriagstraße 3
85053;Rewe;Eriagstraße 30
85055;Aldi;NA NA
85055;Alnatura;NA NA
85055;E-Neukauf;Frühlingstraße 35
85055;EDEKA;Haenlinstraße 3
85055;EDEKA;Theodor-Heuss-Straße 19
85057;Edeka;Am Westpark 6
85057;Landmann’s Biomarkt;Permoserstraße 88
85072;Lidl;Weißenburger Straße 43
85077;Edeka;Geisenfelder Straße 74
85077;Rewe;Schäfflerstraße 1
85088;Norma;Hartackerstraße 35
85095;EDEKA Sipl;Hauptstraße 17
85104;EDEKA Kubitzky;Max-Pollin-Straße 4
85116;Getränkemarkt Koch;Eichstätter Straße 6a
85126;Rewe;Weiherwiese 5
85129;Dollinger Dorfladen;Am Bahnhof 1
85221;Bauernladen, Gemüse, Backwaren u.a.;Klagenfurter Platz NA
85221;Edeka;Schleißheimer Straße 19
85221;denn's Biomarkt;Alte Römerstraße 1
85229;EDEKA;Gewerbestraße 17-19
85229;Luna-Naturkost;Marktplatz 2
85232;Italia Market;Brucker Straße 22
85232;Ökokiste Amperhof;Neuriesstraße 9
85235;Edeka;Rudolf-Diesel-Straße 4
85235;Naturkost am Markt;Gartenstraße 4
85247;Penny;Münchener Straße 24
85276;pafmarkt;Weiherer Straße 5
85290;DM Drogeriemarkt;Nöttinger Straße 25
85301;Edeka;Flurstraße 35
85354;Edeka;Angerbadergasse 3
85354;Edeka;Untere Hauptstraße 25
85354;Lebenskunst;Rindermarkt 11
85354;Rewe;Prinz-Ludwig-Straße NA
85356;Aldi Süd;Weinmiller-Straße 5
85356;Edeka;Terminalstraße Ost 18
85356;Edeka;Weinmiller-Straße 5
85356;Feinkost Gürses;Erdinger Straße 45
85356;Netto Marken-Discount;Erdinger Straße 143
85356;Pacific Asiamarkt Freising;General-von-Nagel-Straße 17
85356;denn's Biomarkt;Landshuter Straße 30
85368;Aldi Süd;Degernpoint A1 NA
85368;Edeka Huber;Thalbacher Straße 97
85368;Karadeniz Market;Fingergäßl 5
85368;Kaufland;Degernpoint M 1
85368;Kleeblatt;Bahnhofstraße 50
85368;Lidl;Degernpoint 3
85368;Netto Marken-Discount;Driescherstraße 1
85368;Penny;Münchener Straße 68
85368;Rewe;Neue Industriestraße 7
85386;Norma;Bahnhofstraße 11
85391;Edeka Schermelleh;c(11.5988672, 48.4315415) 503029019
85399;Edeka;Theresienstraße 72
85399;Netto;Ludwigstraße 46
85399;Penny;Lindberghstraße 7
85399;Rewe;Freisinger Straße 33
85402;Getränkemarkt;Untere Dorfstraße 14
85405;Naturgarten Schönegge;Meilendorf 20
85406;Rewe;Am Sägewerk 3
85410;Dorfladen;Pfarrer-Weingand-Straße 2
85411;Rewe Materna;Eisfeldstraße 5
85414;Netto Marken-Discount;Hauptstraße 34
85435;Aldi Süd;Berghamer Straße 7
85435;Edeka;Pretzener Straße 10
85435;Feneberg;Lange Zeile 22
85435;Rewe;Zugspitzstraße 65
85452;Rewe;Einfangstraße 6
85457;Dorfladen (früher Kramerladen, kl Geschäft);Am Platzl 1
85521;Bonus;Robert-Koch-Straße 11a
85521;Edeka;Mozartstraße 98
85521;Edeka;Rathausstraße 1
85521;Edeka;Unterhachinger Straße 28
85521;Lidl;Siemensstraße 2
85521;Tagwerk Arkade Biomarkt;Margreider Platz 1-2
85521;denn's Biomarkt;Putzbrunner Straße 26
85540;Aldi;Hans-Stießberger-Straße 5
85540;Edeka;Jagdfeldring 7
85540;Edeka;Leibstraße 63
85540;Edeka;Waldluststraße 40
85540;Lidl;Am See NA
85551;Bonus;Am Brunnen 17-19
85551;Penny;Am Gangsteig 7-9
85560;Korn für Korn (Biomarkt);Schloßplatz 5
85560;Lidl;Altstadtpassage NA
85567;Aldi Süd;Glonner Straße 37
85567;Norma;Glonner Straße 1
85567;Rewe;Leonhardstraße 5a
85570;Norma;Wallbergstraße 16
85570;Süper Market;Marktplatz 23
85579;Edeka Hertscheck;Bahnhofsplatz 3
85579;Edeka;Hauptstraße 19
85579;Rewe;Äußere Hauptstraße 3
85586;Aldi Süd;Bürgerstraße 2
85586;Eschlbacher Biomarkt;Alte Gruber Straße 2
85598;Rewe;Neue Poststraße 1
85599;Aldi Süd;c(11.7878953, 48.1463921) 4520466805
85599;HIT;c(11.7881273, 48.1455211) 4520466808
85604;Rewe;Georg-Wimmer-Ring 6
85609;Aldi Süd Aschheim;Ludwig-Thoma-Straße 2
85609;Alnatura Aschheim;Theodor-Fontane-Straße 10
85609;EDEKA Tarman;Uhlandstraße 31
85609;Rewe;Jedovnicestraße 10
85614;Biomarkt;Siedlerstraße NA
85614;Edeka;Westring 5
85614;Rewe Markt Kirchseeon;Münchner Straße 15
85622;REWE Feldkirchen;Kapellenstraße 16
85625;Mariannes Kaslad'l;Lena-Christ-Straße 13
85630;Dorfladen Harthausen;Am Feuerwehrhaus 1
85635;Penny Markt;Holzapfelstraße 2
85640;Querfood;Wernher-von-Braun-Straße 5
85646;EDEKA;Hirnerstraße 3
85649;Lidl;Zusestraße 5
85649;denn's Biomarkt;Zusestraße 5
85653;Edeka;Michael-Kometer-Ring 6
85653;Rewe;Römerstraße 16
85667;EDEKA;Münchener Straße 32
85716;EDEKA;Morsestraße 1
85737;Edeka;Camerloherstraße 37
85737;Naturkost Ismaning;Bahnhofstraße 9
85737;Netto Marken-Discount;Schloßgartenweg 5
85737;denn's Biomarkt;Osterfeldstraße 43
85748;Bauers Biomarkt;Schleißheimer Straße 10
85748;Edeka Ernst;Parkring 37
85748;Penny Garching;Schleißheimer Straße 30c
85764;HIT Einkaufsmarkt;Mittenheimer Straße 52
85774;Aldi Süd;Feringastraße 15
85774;Edeka;Firkenweg 1
85774;Penny;Ahornstraße 5
86150;Edeka Genussmarkt Hillenbrand;Stettenstraße 19
86150;HANF - der etwas andere Bioladen;Salomon-Idler-Straße 24c
86150;HANF - der etwas andere Bioladen;Viktoriastraße 3
86150;Mutter Erde;Bauerntanzgäßchen 3
86150;Netto City;Halderstraße 1
86150;Norma;Maximilianstraße 71
86150;Rewe City;Bürgermeister-Fischer-Straße 11
86150;Rewe City;Maximilianstraße 7
86150;Rewe;Viktoriastraße 3
86150;rutaNatur;Prinzregentenstraße 7
86152;Basic Bio;Ludwigstraße 2
86152;Gute Gaben Natur Kost & Waren;Klinkerberg 29
86152;REWE City;Frauentorstraße 39
86153;Aldi Süd;Prinzstraße 51a
86153;Rewe;Jakoberwallstraße 9-11
86153;denn's Biomarkt;Oberbürgermeister-Hohner-Straße 1a
86154;Ay Supermarkt;Zollernstraße 5
86154;Edeka;Ulmer Straße 50
86154;Netto Marken-Discount;Neuhäuserstraße 1
86154;Norma;Donauwörther Straße 219
86154;Rewe;Donauwörther Straße 64
86156;Aldi Süd;Luther-King-Straße 2
86156;Berat;Ulmer Straße 145
86156;Norma;Ulmer Straße 133
86157;EDEKA xpress;Augsburger Straße 26
86157;Edeka;Brunnenbachstraße 21
86157;Edeka;Franz-Kobinger-Straße 9
86157;Göl Supermarkt;Eberlestraße 2
86157;Rewe Center;Stadtberger Straße 99
86157;Vitalia;Augsburger Straße 9 1/5
86159;Comfort Markt & Hozain;Canisiusstraße 1
86159;EDEKA Weiss;Salomon-Idler-Straße 18
86159;Edeka;Moltkestraße 4
86159;Edeka;Schertlinstraße 17
86159;Mix Markt;Alter Postweg 97b
86159;Mix Markt;Johann-Georg-Halske-Straße 20
86161;E-Center;Wilhelm-Hauff-Straße 38
86161;Edeka;Hofrat-Röhrer-Straße 11
86163;denn's Biomarkt;Friedberger Straße 165
86165;Bio Hofladen;Marienplatz 8
86165;Kim-Long, Asia Supermarkt;Meraner Straße 3
86165;Mavin - Italienischer Großhandel;Stätzlinger Straße 105
86165;Netto Marken-Discount;Zugspitzstraße 183a
86167;Norma;Neuburger Straße 26
86167;Norma;Tauroggener Straße 3
86167;Rewe;Neuburger Straße 176
86169;LIDL;Neuburger Straße 227
86169;Rewe;Schillstraße 111
86199;Edeka Xpress;Bürgermeister-Aurnhammer-Straße 32
86199;NA;Eichleitnerstraße 10
86199;Picks Raus;Bürgermeister-Aurnhammer-Straße 6
86316;Bennomühle;Achstraße 35
86343;Edeka;Augsburger Straße 27
86343;Edeka;Rosenstraße 2a
86343;Göl Supermarkt;Haunstetter Straße 103
86343;Netto Marken-Discount;Messerschmittring 10
86343;denn's Biomarkt;Germanenstraße 14
86368;Norma;c(10.8789664, 48.4231803) 4305466189
86381;Norma;Bahnhofstraße 64
86381;SB-Markt Mayer;Babenhauser Straße 2
86391;Marktkauf;Hagenmähderstraße 47
86391;NA;Benzstraße 7
86391;Penny;Hagenmähderstraße 14
86399;Kugelmanns Hofladen;Flurstraße 46
86399;Lidl;Ziegeleistraße 13
86399;Netto Marken-Discount;Ziegeleistraße 15
86399;Türkiyem Süpermarkt;Banaterstraße 5
86399;nahkauf;Winterstraße 20c
86405;NORMA;Schloßstraße 1
86415;Rewe;Ohmstraße 2-6
86420;Stern Döner & Pizzahaus;Gewerbestraße 5
86447;EDEKA Heinrich;Hauptstraße 18 1/2
86456;Edeka;Hauptstraße 25
86459;Edeka Wagner Markt;Sankt-Gallus-Straße 22a
86465;Netto Marken-Discount;Uzstraße 38
86473;ZuMa;Bürgermeister-Haide-Straße 38
86492;Bals Displayzentrum / Acrylaufsteller Prospekthalter;Weidenweg 2
86504;Getränkemarkt Bauer;Hauptstraße 18
86551;NA;Schrobenhausener Straße 32
86551;Naturkost Querbeet;Sudetenstraße 1
86554;Lidl;Schrobenhausener Straße 54
86567;Edeka Bäckerei Kornprobst;Schrobenhausener Straße 4
86609;Mix Markt;An der Westspange 1
86609;Norma;Sallingerstraße 13
86633;Lidl;Am Südpark 12
86633;denn's Biomarkt;Längenmühlweg 30
86637;Natur Pur;Hauptstraße 21
86641;Aldi;Erlenweg 5
86641;Vollregio GmbH & Co KG;Münchner Straße 2
86650;Lidl;Bahnhofstraße 46
86688;Johannes Markt;Diepoldstraße 32
86720;CAP-Markt;Bößeneckerstraße 4
86720;Ohne Umweg;Schäfflesmarkt 1
86742;Edeka;Oettinger Straße c(10.4634326, 48.9715678)
86753;Cafe Bäckerei Stegmüller;Romantische Straße 22
86753;Haarparadies Silke;Romantische Straße 22
86753;Landmetzgerei Münzinger;Romantische Straße 22
86830;Edeka;Mindelheimer Straße 43
86830;Norma;Augsburger Straße 60
86833;Edeka;Hauptstraße 8
86833;Scharnagel Gemüse GbR;Hiltenfinger Straße 35
86836;Aldi Süd;Lagerlechfelder Straße 32
86850;Netto Marken-Discount;Augsburger Straße 15
86899;Rewe;Saarburgstraße 4
86911;Edeka;Lachener Straße 5
86911;Gaby's Kaufladen;Seiboldstraße 1
86911;Naturkostladen Dießen;Schützenstraße 14
86911;Penny Ammersee;Prinz-Ludwig-Straße 22a
86919;Bio-Markt La Vida;Schondorfer Straße 15a
86926;Netto City;Hauptstraße 55a
86956;Netto Marken-Discount;Karwendelring 2-4
87435;Feneberg;August-Fischer-Platz 1
87435;Feneberg;Klostersteige 15
87435;Feneberg;Salzstraße 27
87435;PurNatur - Naturkostladen und Bistro;Kotterner Straße 78-80
87435;Südkost;Haubenschloßstraße NA
87435;Zarahs Gschmackeria;Heinrichgasse 4
87437;Kristall;Brodkorbweg 46
87437;Norma;Duracher Straße 54
87437;Penny;Duracher Straße 45
87439;Mix Markt;Schwalbenweg 71
87439;Norma;Oberwanger Straße 1
87448;Edeka;Industriestraße 50
87452;Dorflädle;c(10.2134967, 47.8049134) 2491207635
87488;CAP-Markt;Hans-Böge-Straße 1
87509;Feneberg Lebensmittel GmbH;Kemptener Straße 38
87561;Lidl;Im Steinach 10
87561;Rewe;Fellhornstraße 1
87616;Netto Marken-Discount;Brückenstraße 7
87616;Schuhmann;Brückenstraße NA
87629;Feneberg;Kemptener Straße 11
87629;Lidl;Abt-Hafner-Straße 14
87629;Lidl;Kemptener Straße 87b
87629;Naturkost Möller;Augsburger Straße 52
87629;Netto Marken-Discount;Bahnhofstraße 1
87629;Norma;Kemptener Straße 66
87629;Rewe;Kaiser-Maximilian-Platz 5
87642;Berghofer Biostadl;Illasbergstraße 13
87662;EDEKA Baumgartner;Hauptstraße 8
87700;Feneberg;Kalchstraße 3
87700;Netto Markendiscount;Braunstraße 21
87700;Norma;NA NA
87700;Penny;Haußmannstraße 2
87719;Aldi;Heimenegger Weg 10
87724;Netto;Johann-Gutenberg-Straße 2
87727;Feneberg;Krumbacher Straße 15
87727;Netto;NA NA
87730;Marktplatz 4;Marktplatz 4
87734;Naturkost Kling;Hawanger Straße 13
87763;CAP-Markt;Deybachstraße 13
87776;Wetzlers Bauernhofladen;Lindenhöf 3
87784;Bäckerei Beck;Ortsstraße 8
87787;Dorfladen;Hauptstraße c(10.266323, 47.892269)
88045;Edeka Baur;Romanshorner Platz 2
88045;Feneberg;Allmandstraße 3
88046;Aktif Markt;Ekkehardstraße 27
88046;Marktkauf;Äußere Ailinger Straße 20
88046;Mix Markt;Donaustraße 13
88046;Ringeltaube;Flughafen 29
88069;Netto Marken-Discount;Enderwiesenstraße 7
88069;Norma;Grabenstraße 12
88074;Liebenauer Landleben;Siggenweilerstraße 10
